,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
2883,Canada,2009,16.1,0.696,18.2k,15.5k,0.941,0.23,3.95,2.8,4.69
2884,Switzerland,2009,5.65,0.0192,8850,8020,0.403,0.312,0.0,1.59,0.0
2885,Chile,2009,3.91,0.237,3540,3310,0.128,0,0.0,1.08,0.0
2886,China,2009,5.7,1.24,2730,2610,0.0396,0.00452,0.0543,0.287,0.139
2887,Colombia,2009,1.62,0.0913,1410,1080,0.0773,0,0.194,0.235,0.789
2888,Cyprus,2009,7.68,0.0108,4750,4520,0,0,0.0,2.69,0.0
2889,Czech Republic,2009,11.0,1.73,7840,6140,0.02,0.224,0.0,0.898,0.0
2890,Germany,2009,9.76,0.887,7360,6820,0.0195,0.141,0.135,1.37,0.0
2891,Denmark,2009,8.84,0.729,6580,6220,0.0003,0,1.36,1.49,2.33
2892,Algeria,2009,3.4,0.0138,1220,870,0.00075,0,1.86,0.421,2.19
2893,Ecuador,2009,2.4,0.0,1240,1110,0.0556,0,0.0,0.602,1.77
2894,Egypt,2009,2.5,0.00763,1650,1460,0.0139,0,0.639,0.424,0.435
2895,Spain,2009,6.37,0.202,6360,5650,0.0496,0.0994,0.0,1.55,0.0
2896,Estonia,2009,10.9,2.28,6570,5980,0.00205,0,0.0,0.999,0.0
2897,Finland,2009,10.5,1.01,13.6k,15.2k,0.204,0.379,0.0,1.86,0.0
2898,France,2009,6.12,0.172,8570,7340,0.0788,0.564,0.0,1.35,0.0
2899,UK,2009,7.87,0.474,6000,5640,0.00734,0.0964,0.838,1.19,1.09
2900,Greece,2009,9.53,0.769,5600,5630,0.0408,0,0.0,1.87,0.0
2901,"Hong Kong, China",2009,6.01,1.03,5590,5950,0,0,0.0,2.38,0.0
2902,Croatia,2009,5.04,0.117,3100,3820,0.131,0,0.0,1.01,0.0
2903,Hungary,2009,5.21,0.257,3610,3770,0.00196,0.133,0.0,0.688,0.0
2904,Indonesia,2009,1.88,0.139,657,588,0.00412,0,0.281,0.255,0.203
2905,India,2009,1.41,0.231,722,596,0.00742,0.00133,0.0255,0.126,0.0312
2906,Ireland,2009,9.38,0.444,6310,5950,0.0176,0,0.0,1.77,0.0
2907,Iran,2009,7.51,0.0186,3040,2460,0.0085,0,1.6,1.25,2.84
2908,Iraq,2009,3.57,0.0,1430,826,0.00903,0,0.203,0.884,4.13
2909,Iceland,2009,11.8,0.28,53.3k,51.3k,3.35,0,0.0,2.31,0.0
2910,Israel,2009,8.89,1.08,7690,6610,0.00026,0,0.0,1.5,0.0
2911,Italy,2009,7.06,0.209,4950,5370,0.0701,0,0.111,1.25,0.0774
2912,Japan,2009,9.05,0.794,8670,8020,0.0522,0.19,0.0,1.56,0.0
2913,Kazakhstan,2009,13.0,1.93,4910,4450,0.0373,0,1.02,0.581,4.77
2914,South Korea,2009,10.3,1.39,9170,8880,0.00504,0.265,0.0,2.1,0.0
2915,Kuwait,2009,30.8,0.0,18.9k,16.7k,0,0,3.33,7.24,42.9
2916,Sri Lanka,2009,0.644,0.00292,496,425,0.0162,0,0.0,0.208,0.0
2917,Lithuania,2009,4.05,0.0531,4850,3620,0.0109,0.279,0.0,0.811,0.0
2918,Luxembourg,2009,21.5,0.135,7810,14.4k,0.0183,0,0.0,5.42,0.0
2919,Latvia,2009,3.48,0.04,2600,3030,0.131,0,0.0,0.713,0.0
2920,Morocco,2009,1.65,0.0848,678,743,0.00698,0,0.0,0.345,0.0
2921,Mexico,2009,4.24,0.0916,2380,2020,0.0205,0.00806,0.402,0.794,1.3
2922,North Macedonia,2009,4.2,0.646,3300,3450,0.0531,0,0.0,0.468,0.0
2923,Malaysia,2009,7.11,0.383,4190,3870,0.0214,0,2.05,1.05,1.15
2924,Netherlands,2009,10.2,0.451,6830,6860,0.00051,0.022,3.39,2.66,0.0
2925,Norway,2009,9.1,0.116,27.3k,23.9k,2.23,0,18.5,2.06,22.4
2926,New Zealand,2009,8.05,0.374,10k,9400,0.482,0,0.0,1.62,0.0
2927,Oman,2009,14.1,0.00049,6410,5600,0,0,7.15,1.93,13.8
2928,Pakistan,2009,0.885,0.0281,563,403,0.0142,0.00146,0.17,0.118,0.0
2929,Peru,2009,1.78,0.0288,1140,1040,0.0586,0,0.107,0.287,0.239
2930,Philippines,2009,0.828,0.0656,670,586,0.00918,0,0.0,0.148,0.0
2931,Poland,2009,8.23,1.35,3960,3590,0.00534,0,0.0959,0.661,0.0
2932,Portugal,2009,5.39,0.269,4730,4840,0.0668,0,0.0,1.22,0.0
2933,Qatar,2009,41.5,0.0,14.6k,14.1k,0,0,48.0,3.65,37.7
2934,Romania,2009,4.25,0.365,2810,2390,0.062,0.0469,0.433,0.436,0.218
2935,Russia,2009,10.7,0.643,6930,6100,0.105,0.0983,3.22,0.894,3.5
2936,Saudi Arabia,2009,17.5,0.00088,8160,6990,0,0,2.41,4.73,17.2
2937,Singapore,2009,11.8,0.00081,8420,8110,0,0,0.0,11.2,0.0
2938,Slovak Republic,2009,6.98,0.709,4830,4950,0.0689,0.222,0.0,0.671,0.0
2939,Slovenia,2009,8.03,0.692,8070,6100,0.2,0.244,0.0,1.26,0.0
2940,Sweden,2009,5.06,0.214,14.7k,14.1k,0.608,0.482,0.0,1.64,0.0
2941,Thailand,2009,3.64,0.225,2180,2070,0.00895,0,0.378,0.681,0.224
2942,Turkmenistan,2009,10.0,0.0,3190,2270,50µ,0,5.72,1.0,2.17
2943,Trinidad and Tobago,2009,33.9,0.0,5920,5390,0,0,25.1,1.62,5.15
2944,Turkey,2009,4.43,0.433,2730,2290,0.043,0,0.0,0.457,0.0
2945,Ukraine,2009,6.04,0.78,3780,3230,0.0225,0.156,0.38,0.294,0.0
2946,USA,2009,17.9,1.54,13.7k,12.9k,0.077,0.232,1.57,2.62,1.05
2947,Uzbekistan,2009,3.8,0.0367,1780,1640,0.0296,0,1.79,0.152,0.159
2948,Venezuela,2009,6.43,0.00846,4450,3060,0.259,0,0.975,1.22,5.56
2949,Vietnam,2009,1.41,0.128,926,913,0.0297,0,0.0763,0.163,0.191
2950,South Africa,2009,9.96,1.86,4940,4370,0.00251,0.0221,0.0,0.478,0.0
2951,UAE,2010,18.3,0.077,11k,10.7k,0,0,5.03,3.66,15.8
2952,Argentina,2010,4.57,0.0283,3080,2880,0.0715,0.0153,0.82,0.672,0.814
2953,Australia,2010,18.4,2.36,11.3k,10.7k,0.0481,0,2.1,1.88,1.11
2954,Austria,2010,8.6,0.401,8450,8380,0.393,0,0.0,1.51,0.0
2955,Azerbaijan,2010,3.39,0.00061,2070,1600,0.0323,0,1.55,0.361,5.68
2956,Belgium,2010,10.4,0.343,8700,8390,0.0025,0.385,0.0,3.03,0.0
2957,Bangladesh,2010,0.366,0.00505,277,246,0.00096,0,0.112,0.0266,0.0
2958,Bulgaria,2010,6.44,0.927,6280,4560,0.058,0.175,0.0,0.56,0.0
2959,Belarus,2010,6.79,0.0685,3700,3570,0.0004,0,0.0,0.787,0.0
2960,Brazil,2010,2.1,0.0739,2640,2370,0.178,0.00641,0.066,0.542,0.569
2961,Canada,2010,16.3,0.725,17.8k,15.3k,0.888,0.229,3.77,2.97,4.85
2962,Switzerland,2010,5.77,0.019,8710,8170,0.405,0.295,0.0,1.46,0.0
2963,Chile,2010,4.18,0.263,3590,3320,0.109,0,0.0,0.939,0.0
2964,China,2010,6.22,1.28,3070,2940,0.0463,0.00474,0.0607,0.326,0.148
2965,Colombia,2010,1.69,0.106,1430,1100,0.075,0,0.206,0.261,0.915
2966,Cyprus,2010,7.25,0.0132,4780,4520,0,0,0.0,2.56,0.0
2967,Czech Republic,2010,11.2,1.78,8150,6350,0.0228,0.229,0.0,0.845,0.0
2968,Germany,2010,10.3,0.953,7830,7260,0.0213,0.147,0.118,1.39,0.0
2969,Denmark,2010,8.86,0.69,7000,6330,0.00033,0,1.32,1.5,2.19
2970,Algeria,2010,3.28,0.00862,1270,1020,0.00042,0,1.85,0.412,2.05
2971,Ecuador,2010,2.39,0.0,1300,1140,0.0513,0,0.0,0.684,1.74
2972,Egypt,2010,2.4,0.00561,1750,1490,0.0138,0,0.613,0.439,0.423
2973,Spain,2010,6.04,0.147,6400,5710,0.0789,0.116,0.0,1.5,0.0
2974,Estonia,2010,14.3,2.93,9730,6510,0.00173,0,0.0,1.03,0.0
2975,Finland,2010,12.0,1.26,15.1k,16.5k,0.207,0.365,0.0,1.94,0.0
2976,France,2010,6.2,0.183,9050,7730,0.0849,0.587,0.0,1.3,0.0
2977,UK,2010,8.07,0.487,6020,5700,0.005,0.0861,0.785,1.17,0.992
2978,Greece,2010,8.95,0.723,5270,5330,0.0565,0,0.0,1.71,0.0
2979,"Hong Kong, China",2010,5.76,0.894,5510,5970,0,0,0.0,2.55,0.0
2980,Croatia,2010,4.87,0.158,3440,3920,0.163,0,0.0,0.855,0.0
2981,Hungary,2010,5.26,0.271,3760,3880,0.00162,0.136,0.0,0.651,0.0
2982,Indonesia,2010,1.77,0.163,702,630,0.00634,0,0.309,0.267,0.201
2983,India,2010,1.38,0.235,760,637,0.00803,0.00184,0.033,0.127,0.0334
2984,Ireland,2010,9.16,0.436,6300,5930,0.0115,0,0.0,1.65,0.0
2985,Iran,2010,7.65,0.0174,3200,2600,0.0111,0,1.68,1.12,2.87
2986,Iraq,2010,3.73,0.0,1400,1180,0.0129,0,0.206,0.917,4.06
2987,Iceland,2010,11.3,0.291,53.3k,51.4k,3.38,0,0.0,2.19,0.0
2988,Israel,2010,9.3,1.05,7960,6950,0.00034,0,0.0,1.53,0.0
2989,Italy,2010,7.19,0.23,5090,5490,0.0726,0,0.116,1.21,0.0861
2990,Japan,2010,9.46,0.905,8990,8590,0.0559,0.196,0.0,1.57,0.0
2991,Kazakhstan,2010,14.5,2.05,5090,4730,0.043,0,1.08,0.605,4.9
2992,South Korea,2010,11.4,1.56,9990,9720,0.00657,0.265,0.0,2.12,0.0
2993,Kuwait,2010,29.9,0.00128,19.1k,17k,0,0,3.2,7.06,41.2
2994,Sri Lanka,2010,0.645,0.00296,533,460,0.0232,0,0.0,0.205,0.0
2995,Lithuania,2010,4.39,0.0663,1840,3470,0.014,0,0.0,0.845,0.0
2996,Luxembourg,2010,22.1,0.132,9040,16.8k,0.0183,0,0.0,5.56,0.0
2997,Latvia,2010,4.04,0.0516,3130,3230,0.134,0,0.0,0.813,0.0
2998,Morocco,2010,1.74,0.0862,732,773,0.00933,0,0.0,0.379,0.0
2999,Mexico,2010,4.07,0.112,2420,2050,0.0281,0.00446,0.386,0.783,1.28
3000,North Macedonia,2010,4.15,0.625,3510,3600,0.101,0,0.0,0.452,0.0
3001,Malaysia,2010,7.68,0.524,4430,4070,0.0196,0,1.98,1.03,1.17
3002,Netherlands,2010,10.9,0.452,7080,7010,0.00054,0.0205,3.88,2.69,0.0
3003,Norway,2010,9.47,0.156,25.3k,24.9k,2.07,0,18.7,2.13,20.1
3004,New Zealand,2010,8.01,0.316,10.3k,9600,0.486,0,0.0,1.61,0.0
3005,Oman,2010,15.4,0.00974,6520,5830,0,0,7.27,2.09,13.9
3006,Pakistan,2010,0.925,0.0258,554,408,0.0158,0.00169,0.169,0.115,0.0
3007,Peru,2010,1.97,0.028,1240,1100,0.0592,0,0.217,0.293,0.251
3008,Philippines,2010,0.883,0.0747,721,633,0.00719,0,0.0,0.153,0.0
3009,Poland,2010,8.71,1.44,4110,3800,0.00656,0,0.0964,0.699,0.0
3010,Portugal,2010,5.0,0.155,5110,4960,0.13,0,0.0,1.19,0.0
3011,Qatar,2010,38.8,0.0,15.2k,15.4k,0,0,57.0,3.49,38.2
3012,Romania,2010,4.11,0.344,2980,2550,0.0781,0.0465,0.421,0.42,0.209
3013,Russia,2010,11.3,0.631,7230,6410,0.1,0.102,3.59,0.929,3.57
3014,Saudi Arabia,2010,18.9,0.00246,8750,7440,0,0,2.61,4.98,16.9
3015,Singapore,2010,11.4,0.00152,8840,8680,0,0,0.0,11.9,0.0
3016,Slovak Republic,2010,7.13,0.713,5130,5200,0.0827,0.229,0.0,0.702,0.0
3017,Slovenia,2010,8.02,0.703,8050,6510,0.191,0.24,0.0,1.26,0.0
3018,Sweden,2010,5.63,0.293,15.8k,14.9k,0.609,0.53,0.0,1.62,0.0
3019,Thailand,2010,3.82,0.23,2350,2270,0.00689,0,0.431,0.698,0.227
3020,Turkmenistan,2010,11.2,0.0,3280,2300,50µ,0,6.78,1.09,2.19
3021,Trinidad and Tobago,2010,36.0,0.0,6390,5830,0,0,26.1,1.68,4.69
3022,Turkey,2010,4.35,0.435,2920,2460,0.0612,0,0.0,0.439,0.0
3023,Ukraine,2010,6.43,0.835,4120,3550,0.0249,0.169,0.365,0.275,0.0
3024,USA,2010,18.5,1.61,14.2k,13.4k,0.0727,0.232,1.6,2.63,1.08
3025,Uzbekistan,2010,3.64,0.0359,1820,1650,0.034,0,1.72,0.127,0.128
3026,Venezuela,2010,6.67,0.00701,4100,3170,0.228,0,0.921,1.2,5.13
3027,Vietnam,2010,1.55,0.165,1040,1030,0.027,0,0.0887,0.174,0.173
3028,South Africa,2010,9.16,1.81,5070,4490,0.00367,0.0208,0.0,0.499,0.0
3029,UAE,2011,18.9,0.0497,11.1k,10.7k,0,0,4.9,3.78,16.8
3030,Argentina,2011,4.61,0.0304,3130,2930,0,0,0.785,0.664,0.755
3031,Australia,2011,18.0,2.26,11.4k,10.6k,0.0564,0,2.12,1.97,0.955
3032,Austria,2011,8.3,0.41,7790,8430,0.345,0,0.0,1.4,0.0
3033,Azerbaijan,2011,3.61,0.00054,2220,1710,0,0,1.5,0.436,5.04
3034,Belgium,2011,9.48,0.32,8190,8030,0.00159,0.386,0.0,2.81,0.0
3035,Bangladesh,2011,0.379,0.00744,296,264,0,0,0.113,0.034,0.0
3036,Bulgaria,2011,7.2,1.1,6880,4860,0,0,0.0,0.53,0.0
3037,Belarus,2011,6.68,0.0824,3420,3630,0,0,0.0,0.899,0.0
3038,Brazil,2011,2.18,0.0782,2690,2420,0,0,0.075,0.571,0.576
3039,Canada,2011,16.4,0.642,18.5k,15.6k,0.942,0.228,3.76,3.02,5.07
3040,Switzerland,2011,5.19,0.0173,8200,7930,0.359,0.298,0.0,1.39,0.0
3041,Chile,2011,4.53,0.334,3780,3600,0.105,0,0.0,1.02,0.0
3042,China,2011,6.83,1.38,3420,3300,0,0,0.0663,0.336,0.147
3043,Colombia,2011,1.67,0.0852,1450,1150,0,0,0.199,0.277,1.06
3044,Cyprus,2011,6.89,0.00613,4380,4160,0,0,0.0,2.49,0.0
3045,Czech Republic,2011,10.9,1.75,8290,6300,0.0175,0.231,0.0,0.857,0.0
3046,Germany,2011,10.0,0.969,7580,7280,0.0192,0.113,0.111,1.34,0.0
3047,Denmark,2011,7.93,0.58,6310,6170,0.00026,0,1.06,1.45,1.96
3048,Algeria,2011,3.27,0.0075,1450,1130,0,0,1.87,0.432,1.96
3049,Ecuador,2011,2.35,0.0,1350,1210,0,0,0.0,0.691,1.76
3050,Egypt,2011,2.53,0.00521,1770,1600,0,0,0.602,0.399,0.409
3051,Spain,2011,6.04,0.272,6200,5600,0.0566,0.107,0.0,1.43,0.0
3052,Estonia,2011,14.4,3.14,9710,6310,0.00192,0,0.0,1.0,0.0
3053,Finland,2011,10.5,1.02,13.7k,15.7k,0.199,0.37,0.0,1.83,0.0
3054,France,2011,5.78,0.155,8940,7230,0.0614,0.603,0.0,1.26,0.0
3055,UK,2011,7.34,0.491,5750,5470,0.00784,0.0951,0.619,1.14,0.812
3056,Greece,2011,8.74,0.729,5490,5390,0.0289,0,0.0,1.62,0.0
3057,"Hong Kong, China",2011,6.16,1.06,5580,5960,0,0,0.0,2.56,0.0
3058,Croatia,2011,4.8,0.163,2640,3900,0,0,0.0,0.813,0.0
3059,Hungary,2011,5.09,0.274,3640,3900,0.00192,0.135,0.0,0.699,0.0
3060,Indonesia,2011,2.07,0.191,748,675,0,0,0.29,0.298,0.189
3061,India,2011,1.45,0.244,827,693,0,0,0.0295,0.131,0.0343
3062,Ireland,2011,8.28,0.425,5990,5660,0.0134,0,0.0,1.51,0.0
3063,Iran,2011,7.76,0.0191,3160,2620,0,0,1.74,1.13,2.85
3064,Iraq,2011,4.41,0.0,1370,1250,0,0,0.176,0.976,4.42
3065,Iceland,2011,10.8,0.288,53.2k,52.4k,3.31,0,0.0,2.14,0.0
3066,Israel,2011,9.17,1.06,7920,6930,0.00032,0,0.0,1.58,0.0
3067,Italy,2011,6.95,0.257,5080,5510,0.0656,0,0.116,1.16,0.0891
3068,Japan,2011,9.85,0.859,8590,8100,0.0566,0.0692,0.0,1.58,0.0
3069,Kazakhstan,2011,13.8,2.2,5250,4890,0,0,1.05,0.696,4.86
3070,South Korea,2011,11.8,1.68,10.4k,10.1k,0.00839,0.267,0.0,2.12,0.0
3071,Kuwait,2011,27.3,0.00427,18.1k,16k,0,0,3.49,6.15,44.5
3072,Sri Lanka,2011,0.73,0.0147,569,502,0,0,0.0,0.218,0.0
3073,Lithuania,2011,4.57,0.0777,1560,3530,0,0,0.0,0.828,0.0
3074,Luxembourg,2011,21.4,0.112,7160,15.6k,0.0102,0,0.0,5.55,0.0
3075,Latvia,2011,3.73,0.053,2910,3260,0,0,0.0,0.754,0.0
3076,Morocco,2011,1.73,0.0908,773,823,0,0,0.0,0.4,0.0
3077,Mexico,2011,4.19,0.127,2530,2250,0.0268,0.00756,0.387,0.787,1.25
3078,North Macedonia,2011,4.49,0.713,3260,3910,0,0,0.0,0.469,0.0
3079,Malaysia,2011,7.6,0.515,4440,4030,0,0,2.01,1.1,1.04
3080,Netherlands,2011,10.1,0.445,6750,7060,0.00029,0.0214,3.57,2.73,0.0
3081,Norway,2011,9.2,0.171,25.8k,23.5k,2.11,0,17.5,2.04,18.8
3082,New Zealand,2011,7.77,0.317,10.1k,9460,0.488,0,0.0,1.64,0.0
3083,Oman,2011,16.4,0.00313,6730,5930,0,0,7.17,2.04,13.3
3084,Pakistan,2011,0.917,0.0218,549,399,0,0,0.166,0.113,0.0
3085,Peru,2011,1.67,0.0279,1330,1250,0,0,0.337,0.337,0.238
3086,Philippines,2011,0.877,0.0809,724,638,0,0,0.0,0.141,0.0
3087,Poland,2011,8.7,1.44,4270,3880,0.00523,0,0.101,0.696,0.0
3088,Portugal,2011,4.9,0.21,4960,4850,0.0929,0,0.0,1.12,0.0
3089,Qatar,2011,39.2,0.0,15.1k,16k,0,0,63.5,3.92,38.2
3090,Romania,2011,4.42,0.404,3060,2640,0,0,0.426,0.437,0.208
3091,Russia,2011,11.6,0.654,7340,6490,0,0,3.69,0.99,3.61
3092,Saudi Arabia,2011,17.6,0.00227,8850,7510,0,0,2.67,4.92,18.5
3093,Singapore,2011,8.88,0.00122,8740,8650,0,0,0.0,12.1,0.0
3094,Slovak Republic,2011,7.04,0.675,5200,5350,0.0579,0.226,0.0,0.679,0.0
3095,Slovenia,2011,7.98,0.71,7830,6750,0.15,0.263,0.0,1.25,0.0
3096,Sweden,2011,5.17,0.26,16k,14k,0.604,0.547,0.0,1.49,0.0
3097,Thailand,2011,3.76,0.232,2270,2240,0,0,0.43,0.723,0.234
3098,Turkmenistan,2011,12.0,0.0,3320,2330,0,0,9.36,1.11,2.22
3099,Trinidad and Tobago,2011,35.1,0.0,6560,6010,0,0,24.9,1.56,4.4
3100,Turkey,2011,4.63,0.461,3120,2670,0.0608,0,0.0,0.423,0.0
3101,Ukraine,2011,6.76,0.909,4270,3660,0,0,0.368,0.287,0.0
3102,USA,2011,17.9,1.51,14k,13.2k,0.09,0.226,1.7,2.56,1.11
3103,Uzbekistan,2011,3.9,0.0377,1820,1630,0,0,1.68,0.118,0.124
3104,Venezuela,2011,5.9,0.0071,4250,3230,0,0,0.9,1.2,4.9
3105,Vietnam,2011,1.63,0.195,1140,1110,0,0,0.0792,0.188,0.174
3106,South Africa,2011,9.16,1.74,5050,4530,0,0,0.0,0.494,0.0
3107,UAE,2012,23.8,0.151,11.6k,11k,0,0,4.98,3.85,17.1
3108,Argentina,2012,4.6,0.0282,3260,3000,0,0,0.756,0.684,0.739
3109,Australia,2012,17.8,2.08,10.9k,10.4k,0,0,2.23,2.01,0.934
3110,Austria,2012,7.95,0.379,8510,8550,0,0,0.0,1.39,0.0
3111,Azerbaijan,2012,3.79,0.0004,2480,2050,0,0,1.56,0.45,4.72
3112,Belgium,2012,9.17,0.3,7480,7990,0,0,0.0,2.69,0.0
3113,Bangladesh,2012,0.402,0.00607,322,281,0,0,0.121,0.036,0.0
3114,Bulgaria,2012,6.59,0.943,6450,4760,0,0,0.0,0.56,0.0
3115,Belarus,2012,6.77,0.084,3270,3700,0,0,0.0,1.11,0.0
3116,Brazil,2012,2.31,0.0767,2770,2490,0,0,0.0856,0.581,0.562
3117,Canada,2012,16.3,0.604,18.2k,15.3k,0,0,3.7,2.9,5.38
3118,Switzerland,2012,5.28,0.0154,8740,7890,0,0,0.0,1.4,0.0
3119,Chile,2012,4.58,0.386,4010,3820,0,0,0.0,1.0,0.0
3120,China,2012,6.97,1.39,3600,3470,0,0,0.0693,0.35,0.15
3121,Colombia,2012,1.73,0.102,1470,1180,0,0,0.215,0.298,1.08
3122,Cyprus,2012,6.36,0.00021,4160,3960,0,0,0.0,2.29,0.0
3123,Czech Republic,2012,10.5,1.68,8280,6300,0,0,0.0,0.843,0.0
3124,Germany,2012,10.1,0.994,7780,7270,0,0,0.1,1.33,0.0
3125,Denmark,2012,7.11,0.441,5470,6040,0,0,0.918,1.33,1.78
3126,Algeria,2012,3.43,0.00781,1540,1240,0,0,1.8,0.45,1.8
3127,Ecuador,2012,2.06,0.0,1480,1280,0,0,0.0,0.705,1.75
3128,Egypt,2012,2.49,0.00452,1880,1600,0,0,0.583,0.409,0.402
3129,Spain,2012,5.93,0.329,6320,5570,0,0,0.0,1.34,0.0
3130,Estonia,2012,13.6,2.95,9040,6690,0,0,0.0,1.2,0.0
3131,Finland,2012,9.47,0.834,13k,15.7k,0,0,0.0,1.74,0.0
3132,France,2012,5.76,0.174,8880,7360,0,0,0.0,1.21,0.0
3133,UK,2012,7.56,0.604,5640,5450,0,0,0.522,1.1,0.691
3134,Greece,2012,8.49,0.755,5650,5530,0,0,0.0,1.44,0.0
3135,"Hong Kong, China",2012,6.07,1.03,5510,6030,0,0,0.0,2.44,0.0
3136,Croatia,2012,4.45,0.147,2500,3820,0,0,0.0,0.734,0.0
3137,Hungary,2012,4.75,0.265,3510,3920,0,0,0.0,0.648,0.0
3138,Indonesia,2012,2.12,0.213,806,728,0,0,0.271,0.303,0.179
3139,India,2012,1.56,0.261,863,718,0,0,0.0253,0.138,0.0336
3140,Ireland,2012,8.29,0.491,5990,5650,0,0,0.0,1.44,0.0
3141,Iran,2012,7.96,0.0149,3290,2720,0,0,1.79,1.14,2.39
3142,Iraq,2012,4.8,0.0,1500,1070,0,0,0.171,1.0,4.74
3143,Iceland,2012,10.7,0.293,53.9k,53.2k,0,0,0.0,2.1,0.0
3144,Israel,2012,9.83,1.16,8270,7180,0,0,0.0,1.83,0.0
3145,Italy,2012,6.56,0.262,5000,5400,0,0,0.118,1.08,0.0901
3146,Japan,2012,10.2,0.907,8620,8000,0,0,0.0,1.69,0.0
3147,Kazakhstan,2012,14.0,2.26,5410,5180,0,0,1.02,0.688,4.73
3148,South Korea,2012,11.7,1.61,10.6k,10.3k,0,0,0.0,2.17,0.0
3149,Kuwait,2012,29.9,0.0,18.7k,15.8k,0,0,3.78,6.51,46.0
3150,Sri Lanka,2012,0.77,0.0222,579,524,0,0,0.0,0.224,0.0
3151,Lithuania,2012,4.65,0.0767,1660,3610,0,0,0.0,0.858,0.0
3152,Luxembourg,2012,20.5,0.101,7190,14.7k,0,0,0.0,5.24,0.0
3153,Latvia,2012,3.64,0.0429,2980,3590,0,0,0.0,0.762,0.0
3154,Morocco,2012,1.78,0.091,832,874,0,0,0.0,0.397,0.0
3155,Mexico,2012,4.24,0.109,2530,2280,0,0,0.373,0.792,1.23
3156,North Macedonia,2012,4.25,0.671,3020,3700,0,0,0.0,0.454,0.0
3157,Malaysia,2012,7.43,0.546,4610,4250,0,0,2.05,1.13,1.03
3158,Netherlands,2012,9.89,0.487,6100,6880,0,0,3.5,2.58,0.0
3159,Norway,2012,8.99,0.163,29.5k,24.1k,0,0,19.5,1.99,17.3
3160,New Zealand,2012,8.06,0.39,9900,9360,0,0,0.0,1.59,0.0
3161,Oman,2012,16.8,0.00883,7150,6110,0,0,6.96,2.06,12.9
3162,Pakistan,2012,0.889,0.0216,531,396,0,0,0.168,0.107,0.0
3163,Peru,2012,1.84,0.0296,1390,1230,0,0,0.348,0.317,0.233
3164,Philippines,2012,0.91,0.0832,750,659,0,0,0.0,0.144,0.0
3165,Poland,2012,8.52,1.34,4240,3900,0,0,0.102,0.671,0.0
3166,Portugal,2012,4.75,0.277,4430,4740,0,0,0.0,1.03,0.0
3167,Qatar,2012,42.5,0.0,15.8k,17.1k,0,0,63.6,3.74,37.4
3168,Romania,2012,4.28,0.374,2920,2600,0,0,0.429,0.444,0.197
3169,Russia,2012,11.7,0.684,7430,6620,0,0,3.59,1.0,3.66
3170,Saudi Arabia,2012,19.3,0.00253,9320,8040,0,0,2.78,5.01,18.8
3171,Singapore,2012,9.31,0.00464,8740,8670,0,0,0.0,11.8,0.0
3172,Slovak Republic,2012,6.65,0.636,5240,5140,0,0,0.0,0.642,0.0
3173,Slovenia,2012,7.69,0.672,7650,6720,0,0,0.0,1.22,0.0
3174,Sweden,2012,4.86,0.221,17.4k,14.3k,0,0,0.0,1.46,0.0
3175,Thailand,2012,3.99,0.243,2490,2400,0,0,0.487,0.753,0.255
3176,Turkmenistan,2012,12.3,0.0,3380,2340,0,0,9.62,1.14,2.28
3177,Trinidad and Tobago,2012,33.7,0.0,6790,6220,0,0,24.6,1.48,3.85
3178,Turkey,2012,4.74,0.489,3210,2750,0,0,0.0,0.443,0.0
3179,Ukraine,2012,6.69,0.94,4380,3640,0,0,0.367,0.276,0.0
3180,USA,2012,17.1,1.32,13.7k,13k,0,0,1.78,2.48,1.26
3181,Uzbekistan,2012,3.91,0.0395,1800,1610,0,0,1.65,0.103,0.107
3182,Venezuela,2012,6.51,0.00719,4350,3290,0,0,0.934,1.27,4.75
3183,Vietnam,2012,1.51,0.179,1280,1210,0,0,0.0864,0.19,0.189
3184,South Africa,2012,8.77,1.67,4880,4340,0,0,0.0,0.499,0.0
3185,UAE,2013,23.7,0.192,12k,11.3k,0,0,4.98,4.24,17.7
3186,Argentina,2013,4.56,0.0304,3300,2970,0,0,0.704,0.727,0.715
3187,Australia,2013,17.1,1.95,10.7k,10.2k,0,0,2.29,2.02,0.766
3188,Austria,2013,7.97,0.383,7950,8510,0,0,0.0,1.43,0.0
3189,Azerbaijan,2013,3.74,0.00033,2490,2090,0,0,1.6,0.484,4.67
3190,Belgium,2013,9.11,0.316,7480,7990,0,0,0.0,2.74,0.0
3191,Bangladesh,2013,0.405,0.0083,356,299,0,0,0.124,0.0349,0.0
3192,Bulgaria,2013,5.84,0.815,6010,4640,0,0,0.0,0.523,0.0
3193,Belarus,2013,6.85,0.0891,3340,3660,0,0,0.0,0.748,0.0
3194,Brazil,2013,2.46,0.082,2840,2560,0,0,0.0939,0.611,0.546
3195,Canada,2013,16.4,0.588,18.6k,15.8k,0,0,3.7,2.86,5.68
3196,Switzerland,2013,5.33,0.0164,8680,7810,0,0,0.0,1.45,0.0
3197,Chile,2013,4.65,0.43,4150,3890,0,0,0.0,0.958,0.0
3198,China,2013,7.04,1.41,3900,3760,0,0,0.0752,0.363,0.151
3199,Colombia,2013,1.98,0.109,1500,1320,0,0,0.245,0.297,1.14
