,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g,country_Australia,country_Austria,country_Bangladesh,country_Belgium,country_Bulgaria,country_Canada,country_Denmark,country_Egypt,country_Finland,country_France,country_Germany,country_Greece,country_Hungary,country_Iceland,country_Indonesia,country_Ireland,country_Italy,country_Luxembourg,country_Netherlands,country_Norway,country_Poland,country_Portugal,country_Switzerland,country_UK,country_USA,country_Venezuela,country_infrequent_sklearn
2007,-0.6491486343594782,0.01850553102235822,-0.2236305806078634,-0.34118170356293953,-0.4034042857537125,1.231838891458582,-0.5331357248371782,0.05962049736292458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3134,0.27645657649767313,0.31712101146004307,0.16637132271286198,-0.34118170356293953,-0.4034042857537125,-0.27512254904976585,0.003880240003357374,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,-0.6384336813225359,-0.39496205727597467,-0.6193398288552335,-0.29487893395698334,-0.4034042857537125,-0.12540336541417146,-0.7172754885308692,-0.224828048828961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,-0.5996195608248703,-0.6812088491748205,-0.5546565863532595,-0.14159088302546366,-0.4034042857537125,-0.27512254904976585,-0.3349929372884539,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,-0.504484508689089,-0.6812088491748205,-0.8586678261125372,-0.324271126837286,-0.4034042857537125,-0.27512254904976585,-0.9238200903926136,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2204,0.1979946778289874,0.43904094134288485,0.21773742705266486,-0.28625108868879273,-0.4034042857537125,-0.27512254904976585,0.5289936345671146,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,0.6135975473396819,2.711345721478167,2.3484795330000425,2.431232575948973,1.5180103604304866,0.9411931679245572,1.103117612623489,0.020679947723821496,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,0.5890782040057176,2.64066750125623,2.120185735934252,2.5922856876218643,1.9059883178330654,0.3745561270851135,0.9630873740731538,-0.04320689152783194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,0.6994152490085569,0.6599103795364387,0.5202267081648372,-0.3183179136022345,1.8136126136895943,-0.27512254904976585,0.5079890987845643,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1920,-0.08152583617820525,-0.20589781818229252,-0.4233876530404301,-0.16862479819912757,-0.3546299139659598,-0.12760152634846242,-0.6059514488833526,-0.23304207101845933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2723,-0.6414985992392813,-0.6428659147044196,-0.8468726465974714,-0.3387946663720735,-0.4034042857537125,-0.2525547634577121,-0.9861335465475127,-0.25129545366178885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.7414873407020386,-0.6812088491748205,-0.4481194810558907,-0.289989821638342,-0.40063301462940837,-0.27512254904976585,-0.1221469746919443,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1.6801889823671274,-0.6812088491748205,-0.21792323568121863,-0.32148145686723767,-0.06715672267147765,-0.27512254904976585,0.09489989506107536,-0.2511968853955149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2139,-0.5841723745244729,-0.3790594577260388,-0.4918757921601672,-0.05732559423946882,-0.4034042857537125,-0.27512254904976585,-0.5534401094269769,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1090,0.09378746865963926,-0.18999521863235666,-0.37772889362727197,-0.27129615689059566,-0.4034042857537125,-0.27512254904976585,-0.1641560462570449,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,0.2249659554963481,0.46731222943165973,0.23676191014148074,-0.30293158954062793,-0.4034042857537125,-0.27512254904976585,0.6270148015523493,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,-0.4493159861876693,-0.1581900195324849,-0.12660571685490243,-0.047834964444459165,-0.4034042857537125,-0.27512254904976585,-0.28318174902482984,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1762,-0.23109383051538732,-0.12991873144371,-0.3396799274496402,-0.07975799193676439,-0.4034042857537125,-0.27512254904976585,-0.15015302240201137,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,0.2592930361638981,-0.6812088491748205,0.8588625071457597,1.4821695964480073,-0.2500606168755505,0.2963992938658798,1.362173553941609,-0.040773107175388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3146,0.4628035858358016,0.841906796607927,0.6362760550066141,-0.34118170356293953,-0.4034042857537125,-0.27512254904976585,0.1789180381912764,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2075,-0.6491486343594782,1.9338852990368576,1.6065246925362233,-0.34118170356293953,-0.4034042857537125,5.90415207734589,1.551214375984562,3.448056762053001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1824,-0.6490873360011433,-0.6347379193788968,-0.8445897086268135,-0.28078678668560536,-0.4034042857537125,-0.27512254904976585,-0.9336222070911371,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1519,-0.5457996022068188,-0.42853421188139484,-0.6383643119440494,-0.28279995058151647,-0.4034042857537125,-0.03259212596633157,-0.49042650207932603,-0.1502934030353653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2586,-0.37943585768587124,0.9850301925573499,0.5696903641957585,-0.13123746870363495,5.47169049777105,-0.27512254904976585,0.05289082349597475,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,-0.6300235465589861,-0.536495193270404,-0.7546039036167144,-0.34075031129953004,-0.4034042857537125,0.3476897156660019,-0.8131962019378488,-0.12047954471792706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
991,-0.6476039157294384,-0.6812088491748205,-0.3054358578897717,-0.34118170356293953,-0.4034042857537125,-0.27512254904976585,2.076327770548319,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
971,-0.02513134651008743,-0.6812088491748205,0.05793176910661152,-0.16546125493412434,0.36239030159566304,-0.27512254904976585,0.2279286216838938,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2211,0.8220119656783782,-0.06984224425506333,-0.2826064781831926,-0.21665313685872192,-0.4034042857537125,-0.15593337839043458,-0.6437596132919431,-0.10709373077948538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1453,0.8710506523463067,0.6157364918977279,0.38705532654312613,-0.06451546529629433,0.23029304467049927,0.5772754132475008,0.19292106204630996,-0.038339322822944055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,-0.0030639375095195646,-0.6812088491748205,-0.2388501670789161,0.21100039360125886,-0.4034042857537125,-0.27512254904976585,0.010881751930874142,-0.25129545366178885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,-0.6491486343594782,-0.6812088491748205,-0.827277429015991,-0.3346820601275693,-0.4034042857537125,-0.2585386460010597,-0.8040942364320769,0.3011735943429857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,-0.5895666300579451,-0.6812088491748205,-0.6802181747394443,-0.12778633059635872,-0.4034042857537125,-0.27512254904976585,-0.49812816519959446,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
256,-0.04106891967716422,-0.6812088491748205,-0.17416692457694213,-0.14389164176364785,-0.33264449637981364,-0.27512254904976585,0.514990610712081,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,2.3667305957181273,-0.6812088491748205,-0.39294848009832467,-0.3266869235123793,-0.4034042857537125,-0.24019621420492082,-0.7263774540366409,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556,-0.5464125857901679,-0.6812088491748205,-0.7353891756970103,-0.1804161867323214,-0.4034042857537125,-0.27512254904976585,-0.6997717087120772,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1707,-0.6485111314327952,-0.2765760384042298,-0.5128027235578647,-0.28222476089697046,-0.4034042857537125,-0.10464295659031256,-0.339193844444964,-0.1758481387360267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1674,0.17592726882841966,-0.22003346222668,-0.3910460317894431,-0.2747472949978719,-0.4034042857537125,-0.27512254904976585,-0.6101523560398626,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2209,-0.37820989051917303,0.18106543753281387,0.12261501160858548,-0.14935594376683523,-0.4034042857537125,-0.21601644392772043,0.15091199048120935,-0.24637312480897103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631,-0.6491486343594782,0.28001494584352604,0.040809734326677234,-0.34118170356293953,-0.4034042857537125,4.585255516771323,-0.09414092698187723,0.12898335140757688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2336,-0.5645568998573014,-0.3401864366039733,-0.54324189649997,0.052823230351097886,-0.3420668182024477,-0.263985200316025,-0.6689650562310034,-0.22464551500252772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2633,0.32549526316560173,0.02027248652790665,-0.2673868917121399,-0.276185269209237,1.1023196917848668,-0.18695187157431792,-0.8005934804683186,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1416,-0.2384496335155766,0.6298721359421154,0.25388394492141503,-0.10650431226815521,3.9936792314755123,-0.27512254904976585,0.10190140698859212,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,-0.6491486343594782,0.043242908100036254,-0.20270364921016593,-0.34118170356293953,-0.4034042857537125,1.229396490420481,-0.4603200007910039,0.05718671301048064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1042,-0.6028070754582857,-0.6812088491748205,-0.6859255196660891,-0.2629559064646781,-0.4034042857537125,-0.19427907468862107,-0.4540186400562388,-0.1302146821277028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3039,0.137922286660775,2.587658836089777,2.0821367697566204,2.367961710648909,1.702761768717429,0.6432202412762289,1.1101191245510058,0.05718671301048064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,-0.6159249241419565,1.7041810833155615,1.397255378559249,-0.34118170356293953,-0.4034042857537125,2.289398540956337,3.028533392690598,1.6531408021255947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2120,0.2972980183315428,0.1139211283219735,-0.06382492266181007,-0.2373599655023793,-0.4034042857537125,-0.27512254904976585,0.2279286216838938,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,4.9780406607853225,-0.6812088491748205,1.1689615814934584,-0.2874014680578848,-0.4034042857537125,-0.27512254904976585,1.7192506622449644,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,-0.4321524458538944,-0.5228896358776811,-0.7319647687410236,-0.34118170356293953,-0.4034042857537125,-0.21235284237056884,-0.7949922709263052,-0.241499471643202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,2.1828355207133954,0.24644279123810583,0.18729825411055945,-0.23333363771055707,-0.4034042857537125,-0.19501179500005136,-0.07313639119932693,-0.15272718738780927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2035,-0.6491486343594782,-0.5234197225293457,-0.7551746381093789,-0.20658731737916622,-0.4034042857537125,-0.27512254904976585,-0.5296349688734199,-0.14907651085914336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2856,-0.09255954067848918,-0.12991873144371,-0.3891435834805615,-0.14417923660592083,0.009515111767603328,-0.1696108242038005,-0.65916293953248,-0.2374837274616695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1573,0.6503765623406284,0.3065192784267525,0.1511517362418093,-0.3178290023703703,0.6589163118962053,-0.07802078527501108,0.01788326385839091,-0.15151029521158732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3291,0.7484539356764852,0.3065192784267525,0.2710059797013493,-0.34118170356293953,-0.4034042857537125,-0.27512254904976585,0.6270148015523493,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1424,0.5596549920049605,0.04854377461668155,-0.16845957965029737,-0.29229058037652617,-0.4034042857537125,-0.27512254904976585,-0.1221469746919443,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,-0.017775543509898142,0.35069316606546325,0.17588356425726992,-0.20428655864098202,0.8067174385257592,-0.27512254904976585,0.2279286216838938,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2825,-0.27645461568322127,0.027340308550100376,-0.12660571685490243,-0.3359187179493433,0.7697671568683707,-0.27512254904976585,-0.4939272580430844,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,0.5890782040057176,0.32242187797668836,0.23295701352371756,-0.34118170356293953,-0.4034042857537125,-0.27512254904976585,0.5289936345671146,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
813,-0.5918959676746716,-0.6812088491748205,-0.6935353129016154,-0.0817711558326755,-0.4034042857537125,-0.27357162439057164,-0.7193759421091241,-0.24561256719883226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1031,-0.6226677435587968,-0.6812088491748205,-0.7496575380136222,-0.3095462709129074,-0.4034042857537125,-0.23360173140204796,-0.393105486286843,-0.11439508383681721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,1.0304263840170746,-0.6812088491748205,-0.3111432028164164,-0.3241560889003768,-0.4034042857537125,-0.27512254904976585,-0.6871689872425469,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1907,-0.5735064601741985,-0.38436032424268407,-0.6060226906930625,-0.25835438898830976,-0.3367090273621264,-0.205758359567696,-0.4211115339969101,-0.14542583433047743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266,-0.1109490481789624,-0.6812088491748205,0.12451745991746707,0.8638406855610142,-0.4034042857537125,-0.27512254904976585,0.05289082349597475,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,-0.6491486343594782,-0.6812088491748205,-0.6971499646884904,-0.34118170356293953,-0.4034042857537125,0.13520082535121056,0.6550208492624163,0.15514653319634922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1134,-0.022679412176691,0.35422707707656015,0.12641990822634866,0.6740280896608211,-0.4034042857537125,-0.27512254904976585,-0.05213185541677662,-0.25129545366178885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,-0.6491486343594782,-0.6812088491748205,-0.6611936916506285,-0.34118170356293953,-0.4034042857537125,-0.11538952115795716,-0.4939272580430844,0.61269799145581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1155,0.05700845365869282,-0.18292739661016294,-0.368216652082864,-0.260942742568767,-0.4034042857537125,-0.27512254904976585,-0.15715453432952814,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,-0.6491486343594782,-0.6812088491748205,-0.35109461730292973,-0.34118170356293953,-0.4034042857537125,0.2499936741419599,3.2175742147335513,12.161004743802309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
749,0.4640295530024999,-0.6812088491748205,1.549451243269776,2.1925288568623666,0.8251925793544534,0.33792011151359763,1.579220423694629,-0.04381533761594291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,-0.49099886985540864,-0.6812088491748205,-0.8563848881418793,-0.32343710179469426,-0.4034042857537125,-0.27512254904976585,-0.9105172177303317,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,0.625857219006664,0.6546095130197934,0.4669581555161528,-0.27791083826287516,1.2039329663426848,-0.23115933036394695,0.05289082349597475,-0.25129545366178885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,-0.6491486343594782,1.1387553215400634,0.8893016800878651,-0.34118170356293953,-0.4034042857537125,2.387094582480379,5.03796731588791,2.632739003984281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2041,0.15876372849464465,0.4143035642652068,0.23866435845036232,-0.31955457142400845,0.9452809947409657,0.06437119524628009,-0.031127319634226467,-0.11317819166059523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
